type	time	latitude	longitude	altitude (m)	pace (min/km)	distance (km)	distance_interval (m)	hr	name	desc
T	2023-02-17 10:02:08	51.484837000	-0.156181000	5.0	7.46	2.184	2.23	172		
T	2023-02-17 10:02:09	51.484845000	-0.156110000	5.0	3.33	2.189	5.01	172		
T	2023-02-17 10:02:10	51.484851000	-0.156084000	5.0	8.66	2.191	1.93	172		
T	2023-02-17 10:02:11	51.484857000	-0.156059000	5.0	8.96	2.193	1.86	172		
T	2023-02-17 10:02:12	51.484861000	-0.156008000	5.0	4.67	2.196	3.57	172		
T	2023-02-17 10:02:13	51.484857000	-0.155990000	5.0	12.56	2.198	1.33	172		
T	2023-02-17 10:02:14	51.484875000	-0.155912000	5.0	2.89	2.203	5.78	172		
T	2023-02-17 10:02:15	51.484883000	-0.155881000	5.0	7.15	2.206	2.33	171		
T	2023-02-17 10:02:16	51.484892000	-0.155849000	5.0	6.84	2.208	2.44	171		
T	2023-02-17 10:02:17	51.484898000	-0.155787000	5.0	3.82	2.212	4.36	171		
T	2023-02-17 10:02:18	51.484898000	-0.155760000	5.0	8.89	2.214	1.88	171		
T	2023-02-17 10:02:19	51.484907000	-0.155679000	5.0	2.92	2.220	5.71	171		
T	2023-02-17 10:02:20	51.484910000	-0.155645000	5.0	6.99	2.222	2.39	171		
T	2023-02-17 10:02:21	51.484913000	-0.155611000	5.0	6.99	2.225	2.39	171		
T	2023-02-17 10:02:22	51.484925000	-0.155559000	5.0	4.33	2.229	3.85	171		
T	2023-02-17 10:02:23	51.484936000	-0.155553000	5.0	12.89	2.230	1.29	172		
T	2023-02-17 10:02:24	51.484959000	-0.155526000	5.0	5.25	2.233	3.17	172		
T	2023-02-17 10:02:25	51.484966000	-0.155512000	5.0	13.38	2.234	1.25	172		
T	2023-02-17 10:02:26	51.484972000	-0.155498000	5.0	14.13	2.236	1.18	172		
T	2023-02-17 10:02:27	51.484976000	-0.155376000	5.0	1.96	2.244	8.49	172		
T	2023-02-17 10:02:28	51.484981000	-0.155343000	5.0	7.07	2.246	2.36	172		
T	2023-02-17 10:02:29	51.484986000	-0.155311000	5.0	7.27	2.249	2.29	172		
T	2023-02-17 10:02:30	51.485001000	-0.155258000	5.0	4.12	2.253	4.04	171		
T	2023-02-17 10:02:31	51.485004000	-0.155244000	5.0	16.21	2.254	1.03	171		
T	2023-02-17 10:02:32	51.485022000	-0.155159000	4.9	2.67	2.260	6.23	171		
T	2023-02-17 10:02:33	51.485029000	-0.155129000	4.9	7.49	2.262	2.22	171		
T	2023-02-17 10:02:34	51.485035000	-0.155098000	4.9	7.39	2.264	2.25	171		
T	2023-02-17 10:02:35	51.485040000	-0.155027000	4.9	3.36	2.269	4.96	171		
T	2023-02-17 10:02:36	51.485037000	-0.155002000	4.9	9.42	2.271	1.77	171		
T	2023-02-17 10:02:37	51.485039000	-0.154909000	4.9	2.58	2.278	6.46	171		
T	2023-02-17 10:02:38	51.485041000	-0.154870000	4.9	6.13	2.280	2.72	171		
T	2023-02-17 10:02:39	51.485044000	-0.154831000	4.9	6.11	2.283	2.73	170		
T	2023-02-17 10:02:40	51.485070000	-0.154780000	4.8	3.64	2.288	4.57	170		
T	2023-02-17 10:02:41	51.485079000	-0.154765000	4.8	11.53	2.289	1.45	170		
T	2023-02-17 10:02:42	51.485091000	-0.154704000	4.8	3.75	2.294	4.44	169		
T	2023-02-17 10:02:43	51.485093000	-0.154677000	4.8	8.82	2.295	1.89	169		
T	2023-02-17 10:02:44	51.485096000	-0.154649000	4.8	8.45	2.297	1.97	169		
T	2023-02-17 10:02:45	51.485133000	-0.154599000	4.9	3.09	2.303	5.39	169		
T	2023-02-17 10:02:46	51.485148000	-0.154586000	4.9	8.78	2.305	1.90	169		
T	2023-02-17 10:02:47	51.485164000	-0.154574000	4.9	8.48	2.307	1.97	169		
T	2023-02-17 10:02:48	51.485199000	-0.154521000	4.9	3.11	2.312	5.36	169		
T	2023-02-17 10:02:49	51.485206000	-0.154498000	4.9	9.38	2.314	1.78	169		
T	2023-02-17 10:02:50	51.485224000	-0.154413000	4.9	2.67	2.320	6.23	169		
T	2023-02-17 10:02:51	51.485235000	-0.154391000	4.9	8.51	2.322	1.96	169		
T	2023-02-17 10:02:52	51.485246000	-0.154369000	4.9	8.51	2.324	1.96	169		
T	2023-02-17 10:02:53	51.485279000	-0.154296000	4.9	2.66	2.330	6.26	169		
T	2023-02-17 10:02:54	51.485289000	-0.154273000	4.9	8.56	2.332	1.95	169		
T	2023-02-17 10:02:55	51.485306000	-0.154223000	4.8	4.21	2.336	3.95	169		
T	2023-02-17 10:02:56	51.485306000	-0.154203000	4.8	12.00	2.338	1.39	169		
T	2023-02-17 10:02:57	51.485307000	-0.154182000	4.8	11.39	2.339	1.46	169		
T	2023-02-17 10:02:58	51.485282000	-0.154109000	4.8	2.88	2.345	5.78	169		
T	2023-02-17 10:02:59	51.485273000	-0.154088000	4.8	9.42	2.347	1.77	169		
T	2023-02-17 10:03:00	51.485275000	-0.154031000	4.8	4.20	2.350	3.97	169		
T	2023-02-17 10:03:01	51.485274000	-0.154008000	4.9	10.41	2.352	1.60	169		
T	2023-02-17 10:03:02	51.485273000	-0.153985000	4.9	10.41	2.354	1.60	169		
T	2023-02-17 10:03:03	51.485271000	-0.153916000	4.9	3.47	2.358	4.80	169		
T	2023-02-17 10:03:04	51.485266000	-0.153894000	4.9	10.25	2.360	1.63	169		
T	2023-02-17 10:03:05	51.485267000	-0.153816000	4.9	3.08	2.366	5.42	169		
T	2023-02-17 10:03:06	51.485267000	-0.153794000	4.9	10.91	2.367	1.53	169		
T	2023-02-17 10:03:07	51.485268000	-0.153773000	4.9	11.39	2.369	1.46	169		
T	2023-02-17 10:03:08	51.485285000	-0.153714000	4.9	3.69	2.373	4.51	169		
T	2023-02-17 10:03:09	51.485292000	-0.153686000	4.9	7.96	2.375	2.10	169		
T	2023-02-17 10:03:10	51.485299000	-0.153658000	4.9	7.96	2.377	2.10	169		
T	2023-02-17 10:03:11	51.485298000	-0.153561000	4.9	2.47	2.384	6.74	169		
T	2023-02-17 10:03:12	51.485302000	-0.153537000	4.9	9.66	2.386	1.73	169		
T	2023-02-17 10:03:13	51.485306000	-0.153460000	4.9	3.11	2.391	5.37	169		
T	2023-02-17 10:03:14	51.485304000	-0.153433000	4.9	8.82	2.393	1.89	169		
T	2023-02-17 10:03:15	51.485302000	-0.153407000	4.9	9.16	2.395	1.82	169		
T	2023-02-17 10:03:16	51.485324000	-0.153344000	4.9	3.32	2.400	5.01	169		
T	2023-02-17 10:03:17	51.485327000	-0.153319000	4.9	9.42	2.402	1.77	169		
T	2023-02-17 10:03:18	51.485332000	-0.153248000	4.9	3.36	2.407	4.96	169		
T	2023-02-17 10:03:19	51.485336000	-0.153230000	4.9	12.56	2.408	1.33	169		
T	2023-02-17 10:03:20	51.485340000	-0.153212000	5.0	12.56	2.409	1.33	169		
T	2023-02-17 10:03:21	51.485332000	-0.153127000	5.0	2.79	2.415	5.97	169		
T	2023-02-17 10:03:22	51.485334000	-0.153091000	5.0	6.64	2.418	2.51	169		
T	2023-02-17 10:03:23	51.485339000	-0.153013000	5.0	3.06	2.423	5.45	169		
T	2023-02-17 10:03:24	51.485350000	-0.152989000	5.0	8.06	2.425	2.07	169		
T	2023-02-17 10:03:25	51.485361000	-0.152966000	5.0	8.28	2.427	2.01	169		
T	2023-02-17 10:03:26	51.485358000	-0.152914000	5.0	4.59	2.431	3.63	169		
T	2023-02-17 10:03:27	51.485364000	-0.152901000	5.0	14.84	2.432	1.12	169		
T	2023-02-17 10:03:28	51.485386000	-0.152827000	5.0	2.93	2.438	5.69	169		
T	2023-02-17 10:03:29	51.485394000	-0.152792000	5.0	6.44	2.440	2.59	169		
T	2023-02-17 10:03:30	51.485402000	-0.152756000	5.0	6.28	2.443	2.65	169		
T	2023-02-17 10:03:31	51.485399000	-0.152652000	5.0	2.30	2.450	7.23	169		
T	2023-02-17 10:03:32	51.485404000	-0.152622000	5.1	7.73	2.452	2.16	169		
T	2023-02-17 10:03:33	51.485409000	-0.152591000	5.1	7.49	2.454	2.22	169		
T	2023-02-17 10:03:34	51.485422000	-0.152548000	5.1	5.02	2.458	3.32	169		
T	2023-02-17 10:03:35	51.485423000	-0.152535000	5.1	18.32	2.459	0.91	169		
T	2023-02-17 10:03:36	51.485442000	-0.152460000	5.2	2.96	2.464	5.62	169		
T	2023-02-17 10:03:37	51.485437000	-0.152420000	5.2	5.88	2.467	2.83	169		
T	2023-02-17 10:03:38	51.485433000	-0.152381000	5.2	6.07	2.470	2.75	169		
T	2023-02-17 10:03:39	51.485435000	-0.152319000	5.3	3.86	2.474	4.31	169		
T	2023-02-17 10:03:40	51.485441000	-0.152298000	5.3	10.39	2.476	1.60	169		
T	2023-02-17 10:03:41	51.485453000	-0.152212000	5.4	2.72	2.482	6.12	169		
T	2023-02-17 10:03:42	51.485456000	-0.152179000	5.5	7.19	2.484	2.32	169		
T	2023-02-17 10:03:43	51.485459000	-0.152145000	5.5	6.99	2.487	2.39	169		
T	2023-02-17 10:03:44	51.485463000	-0.152083000	5.6	3.85	2.491	4.33	169		
T	2023-02-17 10:03:45	51.485461000	-0.152059000	5.6	9.91	2.493	1.68	169		
T	2023-02-17 10:03:46	51.485486000	-0.152008000	5.7	3.70	2.497	4.50	169		
T	2023-02-17 10:03:47	51.485489000	-0.151978000	5.8	7.90	2.499	2.11	169		
T	2023-02-17 10:03:48	51.485492000	-0.151948000	5.8	7.90	2.501	2.11	169		
T	2023-02-17 10:03:49	51.485502000	-0.151870000	6.0	3.01	2.507	5.53	169		
T	2023-02-17 10:03:50	51.485512000	-0.151848000	6.0	8.82	2.509	1.89	169		
T	2023-02-17 10:03:51	51.485521000	-0.151825000	6.1	8.84	2.511	1.89	169		
T	2023-02-17 10:03:52	51.485534000	-0.151756000	6.2	3.33	2.516	5.01	169		
T	2023-02-17 10:03:53	51.485539000	-0.151734000	6.4	10.25	2.517	1.63	169		
T	2023-02-17 10:03:54	51.485565000	-0.151667000	6.4	3.04	2.523	5.48	169		
T	2023-02-17 10:03:55	51.485575000	-0.151644000	6.4	8.56	2.525	1.95	170		
T	2023-02-17 10:03:56	51.485585000	-0.151622000	6.4	8.82	2.527	1.89	170		
T	2023-02-17 10:03:57	51.485609000	-0.151586000	6.9	4.56	2.530	3.66	170		
T	2023-02-17 10:03:58	51.485619000	-0.151565000	6.9	9.08	2.532	1.83	170		
T	2023-02-17 10:03:59	51.485630000	-0.151462000	7.1	2.30	2.539	7.26	170		
T	2023-02-17 10:04:00	51.485634000	-0.151442000	7.1	11.43	2.541	1.46	170		
T	2023-02-17 10:04:01	51.485638000	-0.151422000	7.1	11.43	2.542	1.46	170		
T	2023-02-17 10:04:02	51.485648000	-0.151353000	7.3	3.39	2.547	4.92	170		
T	2023-02-17 10:04:03	51.485648000	-0.151324000	7.4	8.27	2.549	2.01	170		
T	2023-02-17 10:04:04	51.485657000	-0.151230000	7.6	2.52	2.556	6.61	173		
T	2023-02-17 10:04:05	51.485660000	-0.151196000	7.6	6.99	2.558	2.39	173		
T	2023-02-17 10:04:06	51.485663000	-0.151163000	7.7	7.19	2.561	2.32	173		
T	2023-02-17 10:04:07	51.485686000	-0.151125000	7.8	4.53	2.564	3.68	173		
T	2023-02-17 10:04:08	51.485693000	-0.151111000	7.8	13.38	2.565	1.25	173		
T	2023-02-17 10:04:09	51.485720000	-0.151061000	7.9	3.63	2.570	4.59	175		
T	2023-02-17 10:04:10	51.485733000	-0.151040000	8.0	8.11	2.572	2.05	175		
T	2023-02-17 10:04:11	51.485746000	-0.151019000	8.1	8.11	2.574	2.05	175		
T	2023-02-17 10:04:12	51.485743000	-0.150917000	8.3	2.35	2.581	7.09	175		
T	2023-02-17 10:04:13	51.485746000	-0.150882000	8.3	6.79	2.584	2.45	175		
T	2023-02-17 10:04:14	51.485750000	-0.150847000	8.4	6.74	2.586	2.47	175		
T	2023-02-17 10:04:15	51.485781000	-0.150799000	8.5	3.47	2.591	4.80	174		
T	2023-02-17 10:04:16	51.485788000	-0.150783000	8.6	12.28	2.592	1.36	174		
T	2023-02-17 10:04:17	51.485800000	-0.150706000	8.7	3.02	2.598	5.51	174		
T	2023-02-17 10:04:18	51.485801000	-0.150667000	8.8	6.15	2.601	2.71	174		
T	2023-02-17 10:04:19	51.485802000	-0.150628000	8.9	6.15	2.603	2.71	174		
T	2023-02-17 10:04:20	51.485830000	-0.150585000	9.0	3.86	2.608	4.32	175		
T	2023-02-17 10:04:21	51.485838000	-0.150576000	9.0	15.32	2.609	1.09	175		
T	2023-02-17 10:04:22	51.485881000	-0.150542000	9.2	3.12	2.614	5.34	175		
T	2023-02-17 10:04:23	51.485902000	-0.150537000	9.2	7.06	2.616	2.36	175		
T	2023-02-17 10:04:24	51.485923000	-0.150532000	9.3	7.06	2.619	2.36	175		
T	2023-02-17 10:04:25	51.485932000	-0.150448000	9.4	2.82	2.625	5.92	175		
T	2023-02-17 10:04:26	51.485923000	-0.150413000	9.4	6.34	2.627	2.63	175		
T	2023-02-17 10:04:27	51.485933000	-0.150352000	9.4	3.80	2.632	4.38	174		
T	2023-02-17 10:04:28	51.485930000	-0.150328000	9.4	9.80	2.633	1.70	174		
T	2023-02-17 10:04:29	51.485927000	-0.150304000	9.3	9.80	2.635	1.70	174		
T	2023-02-17 10:04:30	51.486002000	-0.150321000	9.3	1.98	2.644	8.43	174		
T	2023-02-17 10:04:31	51.486014000	-0.150310000	9.3	10.83	2.645	1.54	174		
T	2023-02-17 10:04:32	51.486046000	-0.150270000	9.3	3.69	2.650	4.52	174		
T	2023-02-17 10:04:33	51.486054000	-0.150241000	9.2	7.57	2.652	2.20	174		
T	2023-02-17 10:04:34	51.486062000	-0.150211000	9.2	7.36	2.654	2.27	174		
T	2023-02-17 10:04:35	51.486037000	-0.150133000	9.3	2.74	2.660	6.09	174		
T	2023-02-17 10:04:36	51.486020000	-0.150108000	9.3	6.49	2.663	2.57	174		
T	2023-02-17 10:04:37	51.486002000	-0.150084000	9.3	6.40	2.665	2.61	174		
T	2023-02-17 10:04:38	51.485985000	-0.150016000	9.6	3.28	2.670	5.09	174		
T	2023-02-17 10:04:39	51.485980000	-0.149994000	9.6	10.25	2.672	1.63	174		
T	2023-02-17 10:04:40	51.485966000	-0.149938000	9.6	3.98	2.676	4.19	174		
T	2023-02-17 10:04:41	51.485962000	-0.149911000	9.4	8.65	2.678	1.93	174		
T	2023-02-17 10:04:42	51.485958000	-0.149885000	9.4	8.96	2.680	1.86	174		
T	2023-02-17 10:04:43	51.485955000	-0.149809000	9.3	3.15	2.685	5.29	174		
T	2023-02-17 10:04:44	51.485962000	-0.149781000	9.3	7.96	2.687	2.10	174		
T	2023-02-17 10:04:45	51.485971000	-0.149705000	9.3	3.10	2.693	5.37	174		
T	2023-02-17 10:04:46	51.485962000	-0.149680000	9.3	8.31	2.695	2.00	174		
T	2023-02-17 10:04:47	51.485953000	-0.149655000	9.2	8.31	2.697	2.00	174		
T	2023-02-17 10:04:48	51.485944000	-0.149589000	9.2	3.55	2.701	4.69	177		
T	2023-02-17 10:04:49	51.485943000	-0.149561000	9.2	8.56	2.703	1.95	177		
T	2023-02-17 10:04:50	51.485929000	-0.149505000	9.1	3.98	2.708	4.19	177		
T	2023-02-17 10:04:51	51.485923000	-0.149480000	9.0	8.96	2.709	1.86	177		
T	2023-02-17 10:04:52	51.485917000	-0.149455000	9.0	8.96	2.711	1.86	177		
T	2023-02-17 10:04:53	51.485896000	-0.149381000	8.9	2.95	2.717	5.65	176		
T	2023-02-17 10:04:54	51.485887000	-0.149343000	8.8	5.90	2.720	2.82	176		
T	2023-02-17 10:04:55	51.485879000	-0.149305000	8.8	5.98	2.723	2.79	176		
T	2023-02-17 10:04:56	51.485885000	-0.149249000	8.7	4.22	2.727	3.95	176		
T	2023-02-17 10:04:57	51.485891000	-0.149234000	8.7	13.47	2.728	1.24	176		
T	2023-02-17 10:04:58	51.485915000	-0.149173000	8.6	3.33	2.733	5.01	175		
T	2023-02-17 10:04:59	51.485920000	-0.149147000	8.6	8.82	2.735	1.89	175		
T	2023-02-17 10:05:00	51.485926000	-0.149122000	8.5	8.96	2.737	1.86	175		
T	2023-02-17 10:05:01	51.485874000	-0.149022000	8.4	1.84	2.746	9.04	175		
T	2023-02-17 10:05:02	51.485866000	-0.149002000	8.4	10.10	2.747	1.65	175		
T	2023-02-17 10:05:03	51.485855000	-0.148919000	8.3	2.83	2.753	5.89	175		
T	2023-02-17 10:05:04	51.485862000	-0.148892000	8.2	8.21	2.755	2.03	175		
T	2023-02-17 10:05:05	51.485868000	-0.148866000	8.2	8.66	2.757	1.93	175		
T	2023-02-17 10:05:06	51.485896000	-0.148810000	8.1	3.34	2.762	4.98	175		
T	2023-02-17 10:05:07	51.485906000	-0.148790000	8.1	9.36	2.764	1.78	175		
T	2023-02-17 10:05:08	51.485868000	-0.148679000	7.9	1.90	2.773	8.79	175		
T	2023-02-17 10:05:09	51.485853000	-0.148640000	7.9	5.24	2.776	3.18	175		
T	2023-02-17 10:05:10	51.485839000	-0.148600000	7.9	5.23	2.779	3.19	175		
T	2023-02-17 10:05:11	51.485875000	-0.148547000	7.7	3.06	2.784	5.44	175		
T	2023-02-17 10:05:12	51.485881000	-0.148532000	7.7	13.47	2.786	1.24	175		
T	2023-02-17 10:05:13	51.485892000	-0.148466000	7.6	3.51	2.790	4.75	175		
T	2023-02-17 10:05:14	51.485886000	-0.148412000	7.5	4.37	2.794	3.81	175		
T	2023-02-17 10:05:15	51.485881000	-0.148358000	7.4	4.40	2.798	3.79	175		
T	2023-02-17 10:05:16	51.485879000	-0.148312000	7.3	5.20	2.801	3.20	175		
T	2023-02-17 10:05:17	51.485879000	-0.148264000	7.2	5.00	2.805	3.33	174		
T	2023-02-17 10:05:18	51.485878000	-0.148217000	7.1	5.10	2.808	3.27	174		
T	2023-02-17 10:05:19	51.485877000	-0.148155000	7.0	3.87	2.812	4.31	174		
T	2023-02-17 10:05:20	51.485875000	-0.148130000	7.0	9.52	2.814	1.75	174		
T	2023-02-17 10:05:21	51.485876000	-0.148056000	6.9	3.24	2.819	5.14	174		
T	2023-02-17 10:05:22	51.485878000	-0.148022000	6.8	7.03	2.821	2.37	174		
T	2023-02-17 10:05:23	51.485880000	-0.147989000	6.7	7.24	2.824	2.30	173		
T	2023-02-17 10:05:24	51.485890000	-0.147921000	6.6	3.43	2.829	4.85	173		
T	2023-02-17 10:05:25	51.485888000	-0.147898000	6.6	10.33	2.830	1.61	173		
T	2023-02-17 10:05:26	51.485885000	-0.147810000	6.5	2.72	2.836	6.12	173		
T	2023-02-17 10:05:27	51.485881000	-0.147782000	6.4	8.35	2.838	2.00	173		
T	2023-02-17 10:05:28	51.485878000	-0.147753000	6.5	8.16	2.840	2.04	173		
T	2023-02-17 10:05:29	51.485874000	-0.147699000	6.4	4.41	2.844	3.78	173		
T	2023-02-17 10:05:30	51.485875000	-0.147678000	6.4	11.39	2.846	1.46	173		
T	2023-02-17 10:05:31	51.485868000	-0.147625000	6.4	4.43	2.849	3.76	173		
T	2023-02-17 10:05:32	51.485866000	-0.147602000	6.4	10.33	2.851	1.61	173		
T	2023-02-17 10:05:33	51.485865000	-0.147579000	6.4	10.41	2.853	1.60	174		
T	2023-02-17 10:05:34	51.485849000	-0.147533000	6.4	4.56	2.856	3.66	174		
T	2023-02-17 10:05:35	51.485831000	-0.147515000	6.4	7.06	2.859	2.36	174		
T	2023-02-17 10:05:36	51.485816000	-0.147477000	6.3	5.34	2.862	3.12	174		
T	2023-02-17 10:05:37	51.485814000	-0.147465000	6.3	19.32	2.863	0.86	174		
T	2023-02-17 10:05:38	51.485813000	-0.147453000	6.3	19.82	2.863	0.84	173		
T	2023-02-17 10:05:39	51.485784000	-0.147380000	6.3	2.77	2.869	6.01	173		
T	2023-02-17 10:05:40	51.485788000	-0.147299000	6.2	2.95	2.875	5.64	174		
T	2023-02-17 10:05:41	51.485787000	-0.147239000	6.1	4.00	2.879	4.17	174		
T	2023-02-17 10:05:42	51.485811000	-0.147158000	6.0	2.68	2.885	6.23	174		
T	2023-02-17 10:05:43	51.485823000	-0.147140000	6.0	9.11	2.887	1.83	174		
T	2023-02-17 10:05:44	51.485838000	-0.147093000	5.9	4.55	2.891	3.67	174		
T	2023-02-17 10:05:46	51.485846000	-0.147035000	5.8	8.08	2.895	4.13	174		
T	2023-02-17 10:05:47	51.485841000	-0.146955000	5.7	2.98	2.901	5.58	174		
T	2023-02-17 10:05:48	51.485847000	-0.146930000	5.7	8.96	2.902	1.86	174		
T	2023-02-17 10:05:49	51.485868000	-0.146828000	5.5	2.23	2.910	7.46	174		
T	2023-02-17 10:05:50	51.485872000	-0.146790000	5.5	6.23	2.913	2.68	174		
T	2023-02-17 10:05:51	51.485876000	-0.146751000	5.5	6.07	2.915	2.75	173		
T	2023-02-17 10:05:52	51.485863000	-0.146672000	5.4	2.94	2.921	5.67	173		
T	2023-02-17 10:05:53	51.485861000	-0.146634000	5.4	6.29	2.924	2.65	173		
T	2023-02-17 10:05:54	51.485864000	-0.146574000	5.4	3.99	2.928	4.18	173		
T	2023-02-17 10:05:55	51.485870000	-0.146546000	5.4	8.11	2.930	2.06	173		
T	2023-02-17 10:05:56	51.485876000	-0.146518000	5.4	8.11	2.932	2.06	173		
T	2023-02-17 10:05:57	51.485891000	-0.146458000	5.4	3.71	2.936	4.49	173		
T	2023-02-17 10:05:58	51.485894000	-0.146438000	5.4	11.67	2.938	1.43	173		
T	2023-02-17 10:05:59	51.485896000	-0.146417000	5.4	11.30	2.939	1.48	173		
T	2023-02-17 10:06:00	51.485887000	-0.146339000	5.3	3.02	2.945	5.51	173		
T	2023-02-17 10:06:01	51.485880000	-0.146308000	5.3	7.28	2.947	2.29	173		
T	2023-02-17 10:06:02	51.485854000	-0.146200000	5.3	2.07	2.955	8.04	171		
T	2023-02-17 10:06:03	51.485844000	-0.146162000	5.3	5.82	2.958	2.86	171		
T	2023-02-17 10:06:04	51.485834000	-0.146125000	5.3	5.95	2.961	2.80	171		
T	2023-02-17 10:06:05	51.485853000	-0.146095000	5.3	5.61	2.964	2.97	171		
T	2023-02-17 10:06:06	51.485854000	-0.146081000	5.3	17.03	2.965	0.98	171		
T	2023-02-17 10:06:07	51.485855000	-0.146018000	5.3	3.81	2.969	4.38	171		
T	2023-02-17 10:06:08	51.485852000	-0.145983000	5.2	6.79	2.972	2.45	171		
T	2023-02-17 10:06:09	51.485848000	-0.145948000	5.2	6.74	2.974	2.47	172		
T	2023-02-17 10:06:10	51.485840000	-0.145872000	5.2	3.11	2.979	5.35	173		
T	2023-02-17 10:06:11	51.485837000	-0.145840000	5.2	7.41	2.982	2.25	173		
T	2023-02-17 10:06:12	51.485825000	-0.145792000	5.2	4.64	2.985	3.59	173		
T	2023-02-17 10:06:13	51.485831000	-0.145775000	5.2	12.29	2.987	1.36	173		
T	2023-02-17 10:06:14	51.485836000	-0.145758000	5.2	12.77	2.988	1.31	173		
T	2023-02-17 10:06:15	51.485840000	-0.145675000	5.2	2.88	2.994	5.78	173		
T	2023-02-17 10:06:20	51.485832000	-0.145631000	5.2	26.18	2.997	3.18	173		
T	2023-02-17 10:06:21	51.485825000	-0.145588000	5.2	5.40	3.000	3.09	173		
T	2023-02-17 10:06:22	51.485817000	-0.145544000	5.1	5.24	3.003	3.18	173		
T	2023-02-17 10:06:23	51.485809000	-0.145501000	5.1	5.35	3.006	3.12	169		
T	2023-02-17 10:06:24	51.485801000	-0.145457000	5.1	5.24	3.010	3.18	169		
T	2023-02-17 10:06:25	51.485787000	-0.145396000	5.1	3.69	3.014	4.51	169		
T	2023-02-17 10:06:26	51.485778000	-0.145374000	5.1	9.12	3.016	1.83	169		
T	2023-02-17 10:06:27	51.485769000	-0.145352000	5.1	9.12	3.018	1.83	169		
T	2023-02-17 10:06:28	51.485752000	-0.145302000	5.1	4.21	3.022	3.95	169		
T	2023-02-17 10:06:29	51.485753000	-0.145277000	5.1	9.58	3.023	1.74	169		
T	2023-02-17 10:06:30	51.485748000	-0.145208000	5.1	3.45	3.028	4.83	169		
T	2023-02-17 10:06:31	51.485747000	-0.145183000	5.1	9.58	3.030	1.74	169		
T	2023-02-17 10:06:32	51.485746000	-0.145158000	5.1	9.58	3.032	1.74	169		
T	2023-02-17 10:06:33	51.485741000	-0.145085000	5.0	3.27	3.037	5.10	169		
T	2023-02-17 10:06:34	51.485739000	-0.145060000	5.0	9.52	3.039	1.75	169		
T	2023-02-17 10:06:35	51.485743000	-0.145013000	5.0	5.06	3.042	3.29	169		
T	2023-02-17 10:06:36	51.485745000	-0.144989000	5.0	9.91	3.044	1.68	169		
T	2023-02-17 10:06:37	51.485747000	-0.144966000	5.0	10.33	3.045	1.61	169		
T	2023-02-17 10:06:38	51.485746000	-0.144910000	5.0	4.28	3.049	3.89	169		
T	2023-02-17 10:06:39	51.485749000	-0.144891000	5.0	12.24	3.050	1.36	169		
T	2023-02-17 10:06:40	51.485756000	-0.144831000	5.0	3.93	3.055	4.24	169		
T	2023-02-17 10:06:41	51.485744000	-0.144787000	5.0	5.00	3.058	3.34	169		
T	2023-02-17 10:06:42	51.485731000	-0.144742000	5.0	4.84	3.061	3.44	169		
T	2023-02-17 10:06:43	51.485718000	-0.144660000	5.0	2.84	3.067	5.88	169		
T	2023-02-17 10:06:44	51.485712000	-0.144631000	5.0	7.85	3.069	2.12	169		
T	2023-02-17 10:06:45	51.485707000	-0.144602000	5.0	7.98	3.071	2.09	169		
T	2023-02-17 10:06:46	51.485686000	-0.144531000	5.0	3.05	3.077	5.46	169		
T	2023-02-17 10:06:47	51.485689000	-0.144510000	5.0	11.14	3.078	1.50	169		
T	2023-02-17 10:06:48	51.485674000	-0.144455000	5.0	4.00	3.083	4.17	169		
T	2023-02-17 10:06:49	51.485677000	-0.144430000	5.0	9.43	3.084	1.77	169		
T	2023-02-17 10:06:50	51.485680000	-0.144406000	5.0	9.80	3.086	1.70	169		
T	2023-02-17 10:06:51	51.485679000	-0.144346000	5.0	4.00	3.090	4.17	169		
T	2023-02-17 10:06:52	51.485675000	-0.144322000	5.0	9.66	3.092	1.73	169		
T	2023-02-17 10:06:53	51.485651000	-0.144227000	5.0	2.34	3.099	7.12	169		
T	2023-02-17 10:06:54	51.485636000	-0.144186000	5.0	5.05	3.102	3.30	169		
T	2023-02-17 10:06:55	51.485620000	-0.144145000	5.0	4.96	3.106	3.36	169		
T	2023-02-17 10:06:56	51.485612000	-0.144087000	5.0	4.04	3.110	4.13	169		
T	2023-02-17 10:06:57	51.485610000	-0.144075000	5.0	19.32	3.111	0.86	169		
T	2023-02-17 10:06:58	51.485593000	-0.144003000	5.0	3.12	3.116	5.35	169		
T	2023-02-17 10:06:59	51.485609000	-0.143987000	5.0	7.94	3.118	2.10	169		
T	2023-02-17 10:07:00	51.485625000	-0.143972000	5.0	8.08	3.120	2.06	169		
T	2023-02-17 10:07:01	51.485615000	-0.143889000	5.0	2.84	3.126	5.87	169		
T	2023-02-17 10:07:02	51.485610000	-0.143861000	5.0	8.24	3.128	2.02	169		
T	2023-02-17 10:07:03	51.485606000	-0.143832000	5.0	8.08	3.130	2.06	169		
T	2023-02-17 10:07:04	51.485603000	-0.143763000	5.0	3.47	3.135	4.80	169		
T	2023-02-17 10:07:05	51.485603000	-0.143738000	5.0	9.60	3.137	1.74	169		
T	2023-02-17 10:07:06	51.485591000	-0.143675000	5.0	3.64	3.141	4.58	169		
T	2023-02-17 10:07:07	51.485592000	-0.143654000	5.0	11.39	3.143	1.46	169		
T	2023-02-17 10:07:08	51.485593000	-0.143633000	5.0	11.39	3.144	1.46	169		
